Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1,unemployed_rate
2017,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,5414,Race/Ethnicity,"White, non-Hispanic",4.6
2018,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,212,Race/Ethnicity,"Black, non-Hispanic",4.4
2018,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,947,Race/Ethnicity,"Black, non-Hispanic",4.4
2018,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7694,Gender,Female,4.4
2018,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1274,Gender,Female,4.4
2018,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,833,Race/Ethnicity,Hispanic,4.4
2018,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,93,Race/Ethnicity,Hispanic,4.4
2018,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7694,Overall,Overall,4.4
2018,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1274,Overall,Overall,4.4
2018,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,920,Race/Ethnicity,"White, non-Hispanic",4.4
2018,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,5449,Race/Ethnicity,"White, non-Hispanic",4.4
2019,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,967,Race/Ethnicity,"Black, non-Hispanic",3.5
2019,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,206,Race/Ethnicity,"Black, non-Hispanic",3.5
2019,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7804,Gender,Female,3.5
2019,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1269,Gender,Female,3.5
2019,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,875,Race/Ethnicity,Hispanic,3.5
2019,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,95,Race/Ethnicity,Hispanic,3.5
2019,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,1269,Overall,Overall,3.5
2019,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,7804,Overall,Overall,3.5
2019,NJ,New Jersey,Breast Cancer,Incidence,Average Annual Number,5486,Race/Ethnicity,"White, non-Hispanic",3.5
2019,NJ,New Jersey,Breast Cancer,Mortality,Average Annual Number,918,Race/Ethnicity,"White, non-Hispanic",3.5
2015,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,19,Race/Ethnicity,"Black, non-Hispanic",6.5
2015,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,6,Race/Ethnicity,"Black, non-Hispanic",6.5
2015,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1422,Gender,Female,6.5
2015,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,243,Gender,Female,6.5
2015,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,486,Race/Ethnicity,Hispanic,6.5
2015,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,76,Race/Ethnicity,Hispanic,6.5
2015,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,243,Overall,Overall,6.5
2015,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1422,Overall,Overall,6.5
2015,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,838,Race/Ethnicity,"White, non-Hispanic",6.5
2015,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,150,Race/Ethnicity,"White, non-Hispanic",6.5
2016,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,20,Race/Ethnicity,"Black, non-Hispanic",6.5
2016,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",6.5
2016,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1429,Gender,Female,6.5
2016,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,249,Gender,Female,6.5
2016,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,494,Race/Ethnicity,Hispanic,6.5
2016,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,76,Race/Ethnicity,Hispanic,6.5
2016,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,249,Overall,Overall,6.5
2016,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1429,Overall,Overall,6.5
2016,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,155,Race/Ethnicity,"White, non-Hispanic",6.5
2016,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,837,Race/Ethnicity,"White, non-Hispanic",6.5
2017,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,4,Race/Ethnicity,"Black, non-Hispanic",6.7
2017,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,19,Race/Ethnicity,"Black, non-Hispanic",6.7
2017,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1437,Gender,Female,6.7
2017,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,259,Gender,Female,6.7
2017,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,82,Race/Ethnicity,Hispanic,6.7
2017,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,510,Race/Ethnicity,Hispanic,6.7
2017,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1437,Overall,Overall,6.7
2017,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,259,Overall,Overall,6.7
2017,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,826,Race/Ethnicity,"White, non-Hispanic",6.7
2017,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,159,Race/Ethnicity,"White, non-Hispanic",6.7
2018,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,4,Race/Ethnicity,"Black, non-Hispanic",5.2
2018,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,20,Race/Ethnicity,"Black, non-Hispanic",5.2
2018,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1441,Gender,Female,5.2
2018,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,269,Gender,Female,5.2
2018,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,511,Race/Ethnicity,Hispanic,5.2
2018,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,85,Race/Ethnicity,Hispanic,5.2
2018,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,269,Overall,Overall,5.2
2018,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1441,Overall,Overall,5.2
2018,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,167,Race/Ethnicity,"White, non-Hispanic",5.2
2018,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,825,Race/Ethnicity,"White, non-Hispanic",5.2
2019,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",5.1
2019,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,22,Race/Ethnicity,"Black, non-Hispanic",5.1
2019,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,277,Gender,Female,5.1
2019,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1482,Gender,Female,5.1
2019,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,537,Race/Ethnicity,Hispanic,5.1
2019,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,88,Race/Ethnicity,Hispanic,5.1
2019,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,277,Overall,Overall,5.1
2019,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,1482,Overall,Overall,5.1
2019,NM,New Mexico,Breast Cancer,Incidence,Average Annual Number,840,Race/Ethnicity,"White, non-Hispanic",5.1
2019,NM,New Mexico,Breast Cancer,Mortality,Average Annual Number,170,Race/Ethnicity,"White, non-Hispanic",5.1
2015,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,32,Race/Ethnicity,"Black, non-Hispanic",7.4
2015,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,125,Race/Ethnicity,"Black, non-Hispanic",7.4
2015,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,347,Gender,Female,7.4
2015,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1777,Gender,Female,7.4
2015,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,203,Race/Ethnicity,Hispanic,7.4
2015,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,26,Race/Ethnicity,Hispanic,7.4
2015,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,347,Overall,Overall,7.4
2015,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1777,Overall,Overall,7.4
2015,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1277,Race/Ethnicity,"White, non-Hispanic",7.4
2015,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,264,Race/Ethnicity,"White, non-Hispanic",7.4
2016,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,32,Race/Ethnicity,"Black, non-Hispanic",6.2
2016,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,136,Race/Ethnicity,"Black, non-Hispanic",6.2
2016,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,352,Gender,Female,6.2
2016,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1836,Gender,Female,6.2
2016,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,215,Race/Ethnicity,Hispanic,6.2
2016,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,28,Race/Ethnicity,Hispanic,6.2
2016,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1836,Overall,Overall,6.2
2016,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,352,Overall,Overall,6.2
2016,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1295,Race/Ethnicity,"White, non-Hispanic",6.2
2016,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,267,Race/Ethnicity,"White, non-Hispanic",6.2
2017,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,36,Race/Ethnicity,"Black, non-Hispanic",5.4
2017,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,147,Race/Ethnicity,"Black, non-Hispanic",5.4
2017,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1917,Gender,Female,5.4
2017,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,360,Gender,Female,5.4
2017,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,225,Race/Ethnicity,Hispanic,5.4
2017,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,30,Race/Ethnicity,Hispanic,5.4
2017,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,360,Overall,Overall,5.4
2017,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1917,Overall,Overall,5.4
2017,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1329,Race/Ethnicity,"White, non-Hispanic",5.4
2017,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,265,Race/Ethnicity,"White, non-Hispanic",5.4
2018,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,40,Race/Ethnicity,"Black, non-Hispanic",4.7
2018,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,120,Race/Ethnicity,"Black, non-Hispanic",4.7
2018,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,365,Gender,Female,4.7
2018,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1560,Gender,Female,4.7
2018,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,189,Race/Ethnicity,Hispanic,4.7
2018,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,31,Race/Ethnicity,Hispanic,4.7
2018,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,365,Overall,Overall,4.7
2018,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1560,Overall,Overall,4.7
2018,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1072,Race/Ethnicity,"White, non-Hispanic",4.7
2018,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,260,Race/Ethnicity,"White, non-Hispanic",4.7
2019,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,45,Race/Ethnicity,"Black, non-Hispanic",4.3
2019,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,93,Race/Ethnicity,"Black, non-Hispanic",4.3
2019,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,383,Gender,Female,4.3
2019,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1200,Gender,Female,4.3
2019,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,34,Race/Ethnicity,Hispanic,4.3
2019,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,147,Race/Ethnicity,Hispanic,4.3
2019,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,383,Overall,Overall,4.3
2019,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,1200,Overall,Overall,4.3
2019,NV,Nevada,Breast Cancer,Mortality,Average Annual Number,270,Race/Ethnicity,"White, non-Hispanic",4.3
2019,NV,Nevada,Breast Cancer,Incidence,Average Annual Number,823,Race/Ethnicity,"White, non-Hispanic",4.3
2015,NY,New York,Breast Cancer,Mortality,Average Annual Number,467,Race/Ethnicity,"Black, non-Hispanic",5.7
2015,NY,New York,Breast Cancer,Incidence,Average Annual Number,2134,Race/Ethnicity,"Black, non-Hispanic",5.7
2015,NY,New York,Breast Cancer,Mortality,Average Annual Number,2597,Gender,Female,5.7
2015,NY,New York,Breast Cancer,Incidence,Average Annual Number,15849,Gender,Female,5.7
2015,NY,New York,Breast Cancer,Mortality,Average Annual Number,228,Race/Ethnicity,Hispanic,5.7
2015,NY,New York,Breast Cancer,Incidence,Average Annual Number,1726,Race/Ethnicity,Hispanic,5.7
2015,NY,New York,Breast Cancer,Incidence,Average Annual Number,15849,Overall,Overall,5.7
2015,NY,New York,Breast Cancer,Mortality,Average Annual Number,2597,Overall,Overall,5.7
2015,NY,New York,Breast Cancer,Incidence,Average Annual Number,11048,Race/Ethnicity,"White, non-Hispanic",5.7
2015,NY,New York,Breast Cancer,Mortality,Average Annual Number,1782,Race/Ethnicity,"White, non-Hispanic",5.7
2016,NY,New York,Breast Cancer,Incidence,Average Annual Number,2159,Race/Ethnicity,"Black, non-Hispanic",4.8
2016,NY,New York,Breast Cancer,Mortality,Average Annual Number,465,Race/Ethnicity,"Black, non-Hispanic",4.8
2016,NY,New York,Breast Cancer,Incidence,Average Annual Number,15976,Gender,Female,4.8
2016,NY,New York,Breast Cancer,Mortality,Average Annual Number,2582,Gender,Female,4.8
2016,NY,New York,Breast Cancer,Mortality,Average Annual Number,228,Race/Ethnicity,Hispanic,4.8
2016,NY,New York,Breast Cancer,Incidence,Average Annual Number,1768,Race/Ethnicity,Hispanic,4.8
2016,NY,New York,Breast Cancer,Incidence,Average Annual Number,15976,Overall,Overall,4.8
2016,NY,New York,Breast Cancer,Mortality,Average Annual Number,2582,Overall,Overall,4.8
2016,NY,New York,Breast Cancer,Incidence,Average Annual Number,11060,Race/Ethnicity,"White, non-Hispanic",4.8
2016,NY,New York,Breast Cancer,Mortality,Average Annual Number,1765,Race/Ethnicity,"White, non-Hispanic",4.8
2017,NY,New York,Breast Cancer,Incidence,Average Annual Number,2216,Race/Ethnicity,"Black, non-Hispanic",4.7
2017,NY,New York,Breast Cancer,Mortality,Average Annual Number,459,Race/Ethnicity,"Black, non-Hispanic",4.7
2017,NY,New York,Breast Cancer,Mortality,Average Annual Number,2547,Gender,Female,4.7
2017,NY,New York,Breast Cancer,Incidence,Average Annual Number,16304,Gender,Female,4.7
2017,NY,New York,Breast Cancer,Mortality,Average Annual Number,224,Race/Ethnicity,Hispanic,4.7
2017,NY,New York,Breast Cancer,Incidence,Average Annual Number,1845,Race/Ethnicity,Hispanic,4.7
2017,NY,New York,Breast Cancer,Mortality,Average Annual Number,2547,Overall,Overall,4.7
2017,NY,New York,Breast Cancer,Incidence,Average Annual Number,16304,Overall,Overall,4.7
2017,NY,New York,Breast Cancer,Incidence,Average Annual Number,11188,Race/Ethnicity,"White, non-Hispanic",4.7
2017,NY,New York,Breast Cancer,Mortality,Average Annual Number,1735,Race/Ethnicity,"White, non-Hispanic",4.7
2018,NY,New York,Breast Cancer,Mortality,Average Annual Number,468,Race/Ethnicity,"Black, non-Hispanic",4.5
2018,NY,New York,Breast Cancer,Incidence,Average Annual Number,2243,Race/Ethnicity,"Black, non-Hispanic",4.5
2018,NY,New York,Breast Cancer,Incidence,Average Annual Number,16522,Gender,Female,4.5
2018,NY,New York,Breast Cancer,Mortality,Average Annual Number,2548,Gender,Female,4.5
2018,NY,New York,Breast Cancer,Mortality,Average Annual Number,228,Race/Ethnicity,Hispanic,4.5
2018,NY,New York,Breast Cancer,Incidence,Average Annual Number,1904,Race/Ethnicity,Hispanic,4.5
2018,NY,New York,Breast Cancer,Mortality,Average Annual Number,2548,Overall,Overall,4.5
2018,NY,New York,Breast Cancer,Incidence,Average Annual Number,16522,Overall,Overall,4.5
2018,NY,New York,Breast Cancer,Incidence,Average Annual Number,11253,Race/Ethnicity,"White, non-Hispanic",4.5
2018,NY,New York,Breast Cancer,Mortality,Average Annual Number,1720,Race/Ethnicity,"White, non-Hispanic",4.5
2019,NY,New York,Breast Cancer,Mortality,Average Annual Number,472,Race/Ethnicity,"Black, non-Hispanic",4
2019,NY,New York,Breast Cancer,Incidence,Average Annual Number,2312,Race/Ethnicity,"Black, non-Hispanic",4
2019,NY,New York,Breast Cancer,Mortality,Average Annual Number,2547,Gender,Female,4
2019,NY,New York,Breast Cancer,Incidence,Average Annual Number,16819,Gender,Female,4
2019,NY,New York,Breast Cancer,Incidence,Average Annual Number,1966,Race/Ethnicity,Hispanic,4
2019,NY,New York,Breast Cancer,Mortality,Average Annual Number,236,Race/Ethnicity,Hispanic,4
2019,NY,New York,Breast Cancer,Incidence,Average Annual Number,16819,Overall,Overall,4
2019,NY,New York,Breast Cancer,Mortality,Average Annual Number,2547,Overall,Overall,4
2019,NY,New York,Breast Cancer,Incidence,Average Annual Number,11337,Race/Ethnicity,"White, non-Hispanic",4
2019,NY,New York,Breast Cancer,Mortality,Average Annual Number,1708,Race/Ethnicity,"White, non-Hispanic",4
2015,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,1001,Race/Ethnicity,"Black, non-Hispanic",5.2
2015,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,242,Race/Ethnicity,"Black, non-Hispanic",5.2
2015,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,9259,Gender,Female,5.2
2015,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1777,Gender,Female,5.2
2015,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,Hispanic,5.2
2015,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,78,Race/Ethnicity,Hispanic,5.2
2015,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,9259,Overall,Overall,5.2
2015,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1777,Overall,Overall,5.2
2015,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,8034,Race/Ethnicity,"White, non-Hispanic",5.2
2015,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1510,Race/Ethnicity,"White, non-Hispanic",5.2
2016,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,240,Race/Ethnicity,"Black, non-Hispanic",5
2016,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,1021,Race/Ethnicity,"Black, non-Hispanic",5
2016,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,9421,Gender,Female,5
2016,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1758,Gender,Female,5
2016,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,83,Race/Ethnicity,Hispanic,5
2016,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,13,Race/Ethnicity,Hispanic,5
2016,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1758,Overall,Overall,5
2016,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,9421,Overall,Overall,5
2016,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1491,Race/Ethnicity,"White, non-Hispanic",5
2016,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,8169,Race/Ethnicity,"White, non-Hispanic",5
2017,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,1038,Race/Ethnicity,"Black, non-Hispanic",5.3
2017,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,240,Race/Ethnicity,"Black, non-Hispanic",5.3
2017,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,9614,Gender,Female,5.3
2017,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1762,Gender,Female,5.3
2017,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,86,Race/Ethnicity,Hispanic,5.3
2017,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,14,Race/Ethnicity,Hispanic,5.3
2017,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1762,Overall,Overall,5.3
2017,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,9614,Overall,Overall,5.3
2017,OH,Ohio,Breast Cancer,Mortality,Average Annual Number,1493,Race/Ethnicity,"White, non-Hispanic",5.3
2017,OH,Ohio,Breast Cancer,Incidence,Average Annual Number,8343,Race/Ethnicity,"White, non-Hispanic",5.3
