Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1
2019,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,3,Race,Hispanic
2013,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,897,Overall,Overall
2015,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,138,Overall,Overall
2018,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,547,Race,White
2012,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,4673,Gender,Female
2016,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,249,Gender,Female
2012,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,650,Gender,Female
2019,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,9,Race,Hispanic
2016,TX,Texas,Breast Cancer,mortality,Average Annual Number,2825,Gender,Female
2012,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,948,Race,Black
2015,NV,Nevada,Breast Cancer,incidence,Average Annual Number,125,Race,Black
2019,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,11293,Overall,Overall
2012,WA,Washington,Breast Cancer,mortality,Average Annual Number,14,Race,Hispanic
2017,US,United States,Breast Cancer,mortality,Average Annual Number,30914,Race,White
2017,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1119,Overall,Overall
2018,TX,Texas,Breast Cancer,incidence,Average Annual Number,16950,Overall,Overall
2018,NY,New York,Breast Cancer,incidence,Average Annual Number,16522,Overall,Overall
2017,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,691,Gender,Female
2017,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,21,Race,Hispanic
2013,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1210,Overall,Overall
2019,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,440,Gender,Female
2013,MO,Missouri,Breast Cancer,mortality,Average Annual Number,872,Gender,Female
2019,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1390,Overall,Overall
2012,UT,Utah,Breast Cancer,incidence,Average Annual Number,1197,Race,White
2017,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,4247,Race,White
2013,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,193,Race,Black
2012,DE,Delaware,Breast Cancer,mortality,Average Annual Number,128,Gender,Female
2018,GA,Georgia,Breast Cancer,mortality,Average Annual Number,464,Race,Black
2014,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,602,Gender,Female
2015,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,40,Race,Black
2012,GA,Georgia,Breast Cancer,mortality,Average Annual Number,753,Race,White
2012,NY,New York,Breast Cancer,incidence,Average Annual Number,15063,Overall,Overall
2019,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,804,Overall,Overall
2019,MT,Montana,Breast Cancer,mortality,Average Annual Number,139,Gender,Female
2015,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,6,Race,Black
2017,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,451,Gender,Female
2012,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,43,Race,Black
2012,IN,Indiana,Breast Cancer,mortality,Average Annual Number,787,Race,White
2016,IN,Indiana,Breast Cancer,mortality,Average Annual Number,87,Race,Black
2014,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2633,Gender,Female
2014,KS,Kansas,Breast Cancer,mortality,Average Annual Number,359,Overall,Overall
2014,OH,Ohio,Breast Cancer,incidence,Average Annual Number,7825,Race,White
2015,OH,Ohio,Breast Cancer,incidence,Average Annual Number,9259,Overall,Overall
2018,NY,New York,Breast Cancer,incidence,Average Annual Number,2243,Race,Black
2018,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,240,Race,Black
2017,MO,Missouri,Breast Cancer,mortality,Average Annual Number,7,Race,Hispanic
2012,MD,Maryland,Breast Cancer,mortality,Average Annual Number,822,Gender,Female
2013,ID,Idaho,Breast Cancer,mortality,Average Annual Number,182,Gender,Female
2014,UT,Utah,Breast Cancer,mortality,Average Annual Number,235,Race,White
2013,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,173,Race,Black
2015,VA,Virginia,Breast Cancer,incidence,Average Annual Number,4589,Race,White
2013,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1430,Overall,Overall
2012,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,29,Race,Black
2017,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,742,Race,White
2019,MD,Maryland,Breast Cancer,mortality,Average Annual Number,828,Gender,Female
2018,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1136,Gender,Female
2014,ID,Idaho,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2014,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2012,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,224,Gender,Female
2015,OR,Oregon,Breast Cancer,mortality,Average Annual Number,487,Race,White
2019,OH,Ohio,Breast Cancer,mortality,Average Annual Number,236,Race,Black
2018,TX,Texas,Breast Cancer,mortality,Average Annual Number,1777,Race,White
2016,UT,Utah,Breast Cancer,incidence,Average Annual Number,1485,Gender,Female
2017,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1117,Race,White
2014,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2086,Race,White
2018,DE,Delaware,Breast Cancer,mortality,Average Annual Number,144,Overall,Overall
2013,IA,Iowa,Breast Cancer,mortality,Average Annual Number,407,Overall,Overall
2014,NY,New York,Breast Cancer,mortality,Average Annual Number,220,Race,Hispanic
2016,GA,Georgia,Breast Cancer,mortality,Average Annual Number,24,Race,Hispanic
2018,GA,Georgia,Breast Cancer,mortality,Average Annual Number,774,Race,White
2014,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1069,Gender,Female
2019,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,482,Race,White
2016,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1836,Gender,Female
2018,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,551,Gender,Female
2018,IA,Iowa,Breast Cancer,mortality,Average Annual Number,380,Race,White
2017,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,650,Race,White
2015,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,3883,Overall,Overall
2017,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1276,Overall,Overall
2014,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,679,Gender,Female
2017,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,229,Race,White
2014,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,617,Race,White
2019,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,648,Gender,Female
2012,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,492,Overall,Overall
2014,FL,Florida,Breast Cancer,mortality,Average Annual Number,2840,Overall,Overall
2014,OR,Oregon,Breast Cancer,mortality,Average Annual Number,525,Overall,Overall
2018,US,United States,Breast Cancer,incidence,Average Annual Number,250580,Gender,Female
2012,TX,Texas,Breast Cancer,mortality,Average Annual Number,2657,Gender,Female
2015,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,243,Overall,Overall
2015,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1227,Gender,Female
2014,WA,Washington,Breast Cancer,incidence,Average Annual Number,5372,Gender,Female
2015,UT,Utah,Breast Cancer,incidence,Average Annual Number,1289,Race,White
2015,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,175,Race,White
2016,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,375,Overall,Overall
2018,IN,Indiana,Breast Cancer,mortality,Average Annual Number,882,Overall,Overall
2017,CA,California,Breast Cancer,mortality,Average Annual Number,4438,Overall,Overall
2012,NV,Nevada,Breast Cancer,mortality,Average Annual Number,27,Race,Black
2015,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,837,Overall,Overall
2014,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2017,US,United States,Breast Cancer,incidence,Average Annual Number,246425,Overall,Overall
2015,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,753,Overall,Overall
2013,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1059,Overall,Overall
2018,MT,Montana,Breast Cancer,mortality,Average Annual Number,135,Overall,Overall
2017,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,442,Overall,Overall
2016,ID,Idaho,Breast Cancer,mortality,Average Annual Number,193,Overall,Overall
2012,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,737,Overall,Overall
2019,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,277,Gender,Female
2014,TX,Texas,Breast Cancer,mortality,Average Annual Number,2721,Overall,Overall
2013,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1383,Gender,Female
2019,WA,Washington,Breast Cancer,mortality,Average Annual Number,892,Overall,Overall
2012,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,9238,Race,White
2019,AL,Alabama,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2013,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,758,Gender,Female
2018,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,269,Overall,Overall
2019,FL,Florida,Breast Cancer,mortality,Average Annual Number,2967,Overall,Overall
2018,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,48,Race,Black
2012,DE,Delaware,Breast Cancer,mortality,Average Annual Number,100,Race,White
2019,NY,New York,Breast Cancer,incidence,Average Annual Number,16819,Gender,Female
2015,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,7360,Gender,Female
2016,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,44,Race,Black
2016,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,244,Overall,Overall
2017,NY,New York,Breast Cancer,mortality,Average Annual Number,2547,Gender,Female
2016,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,136,Gender,Female
2018,IA,Iowa,Breast Cancer,mortality,Average Annual Number,7,Race,Black
2014,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,216,Race,Black
2015,VA,Virginia,Breast Cancer,incidence,Average Annual Number,1205,Race,Black
2016,MD,Maryland,Breast Cancer,mortality,Average Annual Number,281,Race,Black
2013,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,440,Race,White
2012,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,818,Race,White
2014,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3099,Overall,Overall
2014,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2017,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,43,Race,Black
2015,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,236,Gender,Female
2012,MO,Missouri,Breast Cancer,mortality,Average Annual Number,757,Race,White
2017,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,28,Race,Hispanic
2013,GA,Georgia,Breast Cancer,mortality,Average Annual Number,767,Race,White
2017,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,251,Race,White
2019,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,135,Gender,Female
2014,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,3,Race,Hispanic
2014,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,1723,Race,White
2013,OR,Oregon,Breast Cancer,mortality,Average Annual Number,508,Gender,Female
2019,MO,Missouri,Breast Cancer,mortality,Average Annual Number,846,Overall,Overall
2018,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,98,Overall,Overall
2019,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,5287,Gender,Female
2018,ID,Idaho,Breast Cancer,mortality,Average Annual Number,215,Gender,Female
2016,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1091,Overall,Overall
2019,VA,Virginia,Breast Cancer,mortality,Average Annual Number,1129,Overall,Overall
2016,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,779,Race,Hispanic
2013,IN,Indiana,Breast Cancer,mortality,Average Annual Number,884,Gender,Female
2018,UT,Utah,Breast Cancer,incidence,Average Annual Number,1380,Race,White
2018,WY,Wyoming,Breast Cancer,mortality,Average Annual Number,64,Gender,Female
2015,US,United States,Breast Cancer,incidence,Average Annual Number,179309,Race,White
2014,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,234,Overall,Overall
2013,UT,Utah,Breast Cancer,incidence,Average Annual Number,1343,Gender,Female
2013,VA,Virginia,Breast Cancer,incidence,Average Annual Number,5942,Gender,Female
2017,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,934,Overall,Overall
2013,NV,Nevada,Breast Cancer,mortality,Average Annual Number,29,Race,Black
2018,VA,Virginia,Breast Cancer,incidence,Average Annual Number,4675,Race,White
2012,TN,Tennessee,Breast Cancer,mortality,Average Annual Number,173,Race,Black
2015,TX,Texas,Breast Cancer,mortality,Average Annual Number,1710,Race,White
2013,KS,Kansas,Breast Cancer,mortality,Average Annual Number,362,Gender,Female
2014,US,United States,Breast Cancer,incidence,Average Annual Number,231200,Gender,Female
2018,TX,Texas,Breast Cancer,incidence,Average Annual Number,16950,Gender,Female
2019,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,43,Race,Black
2017,WY,Wyoming,Breast Cancer,mortality,Average Annual Number,64,Overall,Overall
2016,ID,Idaho,Breast Cancer,mortality,Average Annual Number,185,Race,White
2018,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2019,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,70,Race,Hispanic
2018,VT,Vermont,Breast Cancer,mortality,Average Annual Number,82,Race,White
2019,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,42,Race,Black
2014,WA,Washington,Breast Cancer,incidence,Average Annual Number,5372,Overall,Overall
2016,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,242,Race,Hispanic
2012,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1537,Race,White
2017,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,188,Race,Black
2013,MI,Michigan,Breast Cancer,mortality,Average Annual Number,237,Race,Black
2012,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,104,Race,White
2016,MO,Missouri,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2019,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,290,Gender,Female
2019,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,95,Race,Hispanic
2018,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,643,Race,White
2018,TX,Texas,Breast Cancer,mortality,Average Annual Number,2932,Overall,Overall
2012,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,427,Gender,Female
2014,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,703,Race,White
2015,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,681,Gender,Female
2019,FL,Florida,Breast Cancer,mortality,Average Annual Number,416,Race,Hispanic
2019,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,83,Gender,Female
2014,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4436,Overall,Overall
2012,VT,Vermont,Breast Cancer,mortality,Average Annual Number,79,Gender,Female
2012,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,38,Race,Black
2013,MT,Montana,Breast Cancer,mortality,Average Annual Number,137,Gender,Female
2012,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,62,Race,Hispanic
2019,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1743,Overall,Overall
2013,CA,California,Breast Cancer,mortality,Average Annual Number,4352,Gender,Female
2013,OR,Oregon,Breast Cancer,incidence,Average Annual Number,105,Race,Hispanic
2018,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1441,Gender,Female
2012,CO,Colorado,Breast Cancer,mortality,Average Annual Number,531,Overall,Overall
2016,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,276,Race,White
2014,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,679,Overall,Overall
2017,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3259,Overall,Overall
2013,NY,New York,Breast Cancer,incidence,Average Annual Number,15272,Gender,Female
2018,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,400,Gender,Female
2015,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1277,Race,White
2017,NY,New York,Breast Cancer,incidence,Average Annual Number,16304,Gender,Female
2019,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1116,Race,White
2019,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,69,Race,Black
2019,WA,Washington,Breast Cancer,mortality,Average Annual Number,27,Race,Black
2012,TX,Texas,Breast Cancer,mortality,Average Annual Number,2657,Overall,Overall
2017,MI,Michigan,Breast Cancer,mortality,Average Annual Number,230,Race,Black
2013,DE,Delaware,Breast Cancer,mortality,Average Annual Number,128,Overall,Overall
2018,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,24,Race,Black
2019,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1474,Race,White
